#SampleID	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Genus	Species	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	source_material_id	SRA Study	create_date	version
SRR5835004	AMPLICON	151	3416677	PRJNA394790	SAMN07360067	Metagenome or environmental	1667115	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011334	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr258.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr258.S2	DNA extracted from sample Fr258.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835005	AMPLICON	151	3281381	PRJNA394790	SAMN07359714	Metagenome or environmental	1797400	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011333	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Platypelis	pollicaris	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr443.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr443.S2	DNA extracted from sample Fr443.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835006	AMPLICON	151	2241142	PRJNA394790	SAMN07360069	Metagenome or environmental	1186979	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011332	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr264.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr264.S2	DNA extracted from sample Fr264.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835007	AMPLICON	151	5169938	PRJNA394790	SAMN07360068	Metagenome or environmental	2594883	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011331	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr263.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr263.S2	DNA extracted from sample Fr263.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835008	AMPLICON	151	2595992	PRJNA394790	SAMN07360071	Metagenome or environmental	1440330	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011330	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr266.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr266.S2	DNA extracted from sample Fr266.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835009	AMPLICON	151	2393803	PRJNA394790	SAMN07360070	Metagenome or environmental	1276708	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011329	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr265.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr265.S2	DNA extracted from sample Fr265.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835010	AMPLICON	151	3305843	PRJNA394790	SAMN07360073	Metagenome or environmental	1780129	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011328	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr271.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr271.S2	DNA extracted from sample Fr271.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835011	AMPLICON	151	1771532	PRJNA394790	SAMN07360072	Metagenome or environmental	936561	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011327	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr268.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr268.S2	DNA extracted from sample Fr268.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835012	AMPLICON	151	5228375	PRJNA394790	SAMN07359711	Metagenome or environmental	2908735	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011326	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Mantidactylus	grandidieri	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr424.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr424.S2	DNA extracted from sample Fr424.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835013	AMPLICON	151	2449522	PRJNA394790	SAMN07359690	Metagenome or environmental	1385452	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011325	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Anodonthyla	boulengeri	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr427.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr427.S2	DNA extracted from sample Fr427.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835014	AMPLICON	151	3820300	PRJNA394790	SAMN07359691	Metagenome or environmental	1863393	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011324	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Anodonthyla	boulengeri	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr428.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr428.S2	DNA extracted from sample Fr428.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835015	AMPLICON	151	3940043	PRJNA394790	SAMN07360619	Metagenome or environmental	2176425	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011323	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Mantidactylus	betsileanus	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr430.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr430.S2	DNA extracted from sample Fr430.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835016	AMPLICON	151	3669149	PRJNA394790	SAMN07359692	Metagenome or environmental	1945527	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011322	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Anodonthyla	boulengeri	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr434.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr434.S2	DNA extracted from sample Fr434.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835017	AMPLICON	151	5006707	PRJNA394790	SAMN07359693	Metagenome or environmental	2823096	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011321	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Anodonthyla	boulengeri	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr435.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr435.S2	DNA extracted from sample Fr435.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835018	AMPLICON	151	1375157	PRJNA394790	SAMN07359694	Metagenome or environmental	865689	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011320	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Anodonthyla	boulengeri	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr436.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr436.S2	DNA extracted from sample Fr436.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835019	AMPLICON	151	6069747	PRJNA394790	SAMN07359712	Metagenome or environmental	3166243	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011319	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Platypelis	pollicaris	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr441.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr441.S2	DNA extracted from sample Fr441.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835020	AMPLICON	151	2371455	PRJNA394790	SAMN07360113	Metagenome or environmental	1321583	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/23/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011318	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Mantidactylus	cowanii	small	Skin swab	21.28882 S 47.42963 E	Fr306.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr306.S2	DNA extracted from sample Fr306.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835021	AMPLICON	151	2165491	PRJNA394790	SAMN07360112	Metagenome or environmental	1199071	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/23/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011317	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Mantidactylus	cowanii	small	Skin swab	21.28882 S 47.42963 E	Fr305.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr305.S2	DNA extracted from sample Fr305.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835022	AMPLICON	151	4744269	PRJNA394790	SAMN07359774	Metagenome or environmental	2418046	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011316	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	BQ7	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	BQ7	DNA extracted from sample BQ7	SRP112703	2017-07-18T08:24:00Z	1
SRR5835023	AMPLICON	151	7092017	PRJNA394790	SAMN07359773	Metagenome or environmental	3616250	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011315	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	BQ6	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	BQ6	DNA extracted from sample BQ6	SRP112703	2017-07-18T08:24:00Z	1
SRR5835024	AMPLICON	151	5248307	PRJNA394790	SAMN07359772	Metagenome or environmental	2616549	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011314	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	BQ5	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	BQ5	DNA extracted from sample BQ5	SRP112703	2017-07-18T08:23:00Z	1
SRR5835025	AMPLICON	151	6369935	PRJNA394790	SAMN07359771	Metagenome or environmental	3252833	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011313	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	BQ4	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	BQ4	DNA extracted from sample BQ4	SRP112703	2017-07-18T08:24:00Z	1
SRR5835026	AMPLICON	151	3602709	PRJNA394790	SAMN07360062	Metagenome or environmental	2108230	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011312	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr291.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr291.S2	DNA extracted from sample Fr291.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835027	AMPLICON	151	7587750	PRJNA394790	SAMN07360061	Metagenome or environmental	3860480	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011311	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr290.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr290.S2	DNA extracted from sample Fr290.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835028	AMPLICON	151	3834796	PRJNA394790	SAMN07359902	Metagenome or environmental	1833775	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/15/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011310	Madagascar	Africa	"Madagascar:Andringitra\	Plateau"	Mantidactylus	bourgati	Illumina MiSeq	Skin swab	22.19782 S 46.89905 E	Fr149.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr149.S2	DNA extracted from sample Fr149.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835029	AMPLICON	151	2891046	PRJNA394790	SAMN07359903	Metagenome or environmental	1534031	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/15/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011309	Madagascar	Africa	"Madagascar:Andringitra\	Plateau"	Mantidactylus	bourgati	Illumina MiSeq	Skin swab	22.19782 S 46.89905 E	Fr150.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr150.S2	DNA extracted from sample Fr150.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5835030	AMPLICON	151	3788741	PRJNA394790	SAMN07359904	Metagenome or environmental	1724562	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/15/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011308	Madagascar	Africa	"Madagascar:Andringitra\	Plateau"	Mantidactylus	bourgati	Illumina MiSeq	Skin swab	22.19782 S 46.89905 E	Fr151.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr151.S2	DNA extracted from sample Fr151.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835031	AMPLICON	151	9527647	PRJNA394790	SAMN07359905	Metagenome or environmental	4666964	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/15/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011307	Madagascar	Africa	"Madagascar:Andringitra\	Plateau"	Mantidactylus	bourgati	Illumina MiSeq	Skin swab	22.19782 S 46.89905 E	Fr152.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr152.S2	DNA extracted from sample Fr152.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835032	AMPLICON	151	3787382	PRJNA394790	SAMN07359898	Metagenome or environmental	1834931	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/15/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011306	Madagascar	Africa	"Madagascar:Andringitra\	Plateau"	Mantidactylus	bourgati	Illumina MiSeq	Skin swab	22.19782 S 46.89905 E	Fr142.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr142.S2	DNA extracted from sample Fr142.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835033	AMPLICON	151	4492401	PRJNA394790	SAMN07359899	Metagenome or environmental	1994010	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/15/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011305	Madagascar	Africa	"Madagascar:Andringitra\	Plateau"	Mantidactylus	bourgati	Illumina MiSeq	Skin swab	22.19782 S 46.89905 E	Fr144.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr144.S2	DNA extracted from sample Fr144.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835034	AMPLICON	151	10029873	PRJNA394790	SAMN07359900	Metagenome or environmental	5572008	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/15/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011304	Madagascar	Africa	"Madagascar:Andringitra\	Plateau"	Mantidactylus	bourgati	Illumina MiSeq	Skin swab	22.19782 S 46.89905 E	Fr145.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr145.S2	DNA extracted from sample Fr145.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835035	AMPLICON	151	11297216	PRJNA394790	SAMN07359901	Metagenome or environmental	5296029	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/15/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011303	Madagascar	Africa	"Madagascar:Andringitra\	Plateau"	Mantidactylus	bourgati	Illumina MiSeq	Skin swab	22.19782 S 46.89905 E	Fr146.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr146.S2	DNA extracted from sample Fr146.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835036	AMPLICON	151	5291493	PRJNA394790	SAMN07360126	Metagenome or environmental	2900436	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011302	Madagascar	Africa	"Madagascar:Farankaraina\	Maroantsetra"	Dyscophus	antongilii	Illumina MiSeq	Skin swab	15.43329 S 49.4187 E	Dyscophus.antongilii.6.009.1267654	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Dyscophus.antongilii.6.009.1267654	DNA extracted from sample Dyscophus.antongilii.6.009.1267654	SRP112703	2017-07-18T08:24:00Z	1
SRR5835037	AMPLICON	151	2869302	PRJNA394790	SAMN07359906	Metagenome or environmental	1267015	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/15/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011301	Madagascar	Africa	"Madagascar:Andringitra\	Plateau"	Mantidactylus	bourgati	Illumina MiSeq	Skin swab	22.19782 S 46.89905 E	Fr153.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr153.S2	DNA extracted from sample Fr153.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835038	AMPLICON	151	4190401	PRJNA394790	SAMN07359907	Metagenome or environmental	2323277	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/15/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011300	Madagascar	Africa	"Madagascar:Andringitra\	Plateau"	Mantidactylus	bourgati	Illumina MiSeq	Skin swab	22.19782 S 46.89905 E	Fr154.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr154.S2	DNA extracted from sample Fr154.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835039	AMPLICON	151	7898961	PRJNA394790	SAMN07360125	Metagenome or environmental	4354933	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011299	Madagascar	Africa	"Madagascar:Farankaraina\	Maroantsetra"	Dyscophus	antongilii	Illumina MiSeq	Skin swab	15.43329 S 49.4187 E	Dyscophus.antongilii.6.008.1267667	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Dyscophus.antongilii.6.008.1267667	DNA extracted from sample Dyscophus.antongilii.6.008.1267667	SRP112703	2017-07-18T08:24:00Z	1
SRR5835040	AMPLICON	151	5855931	PRJNA394790	SAMN07360588	Metagenome or environmental	2732414	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011298	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	betsileanus	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr026.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr026.S2	DNA extracted from sample Fr026.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835041	AMPLICON	151	3135515	PRJNA394790	SAMN07360589	Metagenome or environmental	1467761	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011297	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	betsileanus	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr028.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr028.S2	DNA extracted from sample Fr028.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835042	AMPLICON	151	4622110	PRJNA394790	SAMN07360566	Metagenome or environmental	2408924	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011296	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr029.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr029.S2	DNA extracted from sample Fr029.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835043	AMPLICON	151	7838259	PRJNA394790	SAMN07360567	Metagenome or environmental	3503978	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011295	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr030.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr030.S2	DNA extracted from sample Fr030.S2	SRP112703	2017-07-18T08:24:00Z	1
SRR5835044	AMPLICON	151	13351571	PRJNA394790	SAMN07360568	Metagenome or environmental	6460595	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011294	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr032.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr032.S2	DNA extracted from sample Fr032.S2	SRP112703	2017-07-18T08:24:00Z	1
